Conversation ID,Conversation started at (America/New_York),Fin AI Agent deflected,Topics,AI Subtopic,AI Topic
215473479745895,2026-03-14 09:34:35,true,,Placement and shipment fee concerns,Placement errors
215473477692009,2026-03-14 01:27:31,true,,,
215473477361743,2026-03-13 23:40:38,true,,"MSKU validation and error resolution, Batch submission issues","SKU and ASIN issues, Batch processing"
215473477254561,2026-03-13 23:06:09,true,,"FBA shipment processing and complications, Box handling and item movement in batches","FBA operations, Batch processing"
215473475438291,2026-03-13 19:15:30,true,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473474354237,2026-03-13 17:23:03,true,,Credit card and card payment updates,Payment updates
215473474187648,2026-03-13 16:59:40,true,,,
215473473613194,2026-03-13 15:50:53,true,,SKU creation and attribute errors,SKU and ASIN issues
215473473143491,2026-03-13 15:01:18,true,,SmartRepricer and InventoryLab integration and access,SmartRepricer
215473473028374,2026-03-13 14:52:10,true,,Box handling and item movement in batches,Batch processing
215473472991356,2026-03-13 14:47:08,true,,Credit card and card payment updates,Payment updates
215473472445403,2026-03-13 13:56:58,true,,"Box handling and item movement in batches, FNSKU label printing and troubleshooting","Batch processing, Labeling"
215473472423625,2026-03-13 13:55:22,true,,Minimum and maximum price configuration,SmartRepricer
215473471590364,2026-03-13 13:04:45,true,,SKU creation and attribute errors,SKU and ASIN issues
215473471394168,2026-03-13 12:57:33,true,,General batch issues and troubleshooting,Batch processing
215473467876756,2026-03-13 08:33:13,true,,Batch item and button issues,Troubleshooting
215473467411129,2026-03-13 08:11:31,true,,"Access and connectivity issues with InventoryLab, Inventory loading and population errors",InventoryLab
215473466011539,2026-03-13 06:02:26,true,,"Automated review and feedback requests, International marketplace compatibility and InventoryLab support","Review automation, InventoryLab"
215473464120129,2026-03-13 00:05:41,true,cancel,"Active listing and offer visibility issues, SKU creation and attribute errors",SKU and ASIN issues
215473463735870,2026-03-12 22:42:50,true,,"SmartRepricer settings and error resolution, SmartRepricer and InventoryLab integration and access",SmartRepricer
215473463232236,2026-03-12 21:02:37,true,,Batch item and button issues,Troubleshooting
215473462844339,2026-03-12 20:08:12,true,,"FBA and FBM inventory coordination, MSKU validation and error resolution, Bulk cost and supplier data import","FBA operations, SKU and ASIN issues, Bulk upload"
215473462698445,2026-03-12 19:51:17,true,,Payment method changes and PayPal updates,Payment updates
215473462677075,2026-03-12 19:47:19,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473460734379,2026-03-12 16:52:30,true,,Order visibility and health issues,Troubleshooting
215473460435145,2026-03-12 16:37:56,true,refund,"Profit and sales discrepancies analysis, Editing and identifying inventory quantities","Profit and sales discrepancies analysis, Inventory issues"
215473460232973,2026-03-12 16:20:07,true,,"Amazon-specific shipment problems and sending issues, Amazon product approval process","Shipment issues, Amazon operations"
215473459976729,2026-03-12 16:03:30,true,,,
215473459967283,2026-03-12 16:02:55,true,,SKU creation and attribute errors,SKU and ASIN issues
215473458326758,2026-03-12 14:18:41,true,,"General subscription cancellation and refunds, Subscription activation and reactivation issues","Subscription cancellation and refunds, Subscription status options"
215473457769137,2026-03-12 13:44:37,true,,"Batch item and button issues, Batch processing errors and problem resolution","Troubleshooting, Batch processing"
215473456977751,2026-03-12 12:39:02,true,,"Tactical Arbitrage subscriptions and accounts, Unlinking and connecting seller and merchant IDs","Tactical Arbitrage subscriptions and accounts, Seller ID"
215473453253982,2026-03-12 09:26:43,true,,"Profit and sales discrepancies analysis, Seller 365 plans and pricing, Seller 365 subscription process and resubscription","Profit and sales discrepancies analysis, Seller 365"
215473451833371,2026-03-12 07:44:03,true,,"Persistent issue resolution, Cache and browser troubleshooting",Troubleshooting
215473449457536,2026-03-12 02:45:50,true,,SKU creation and attribute errors,SKU and ASIN issues
215473449182881,2026-03-12 01:48:28,true,,Placement and shipment fee concerns,Placement errors
215473449171310,2026-03-12 01:45:08,true,,"Minimum and maximum price configuration, Placement and shipment fee concerns","SmartRepricer, Placement errors"
215473449132516,2026-03-12 01:34:03,true,,,
215473448122758,2026-03-11 22:35:25,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473448116446,2026-03-11 22:34:34,true,seller 365,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473447240304,2026-03-11 20:04:56,true,,"International marketplace compatibility and InventoryLab support, Restock and insights reporting features",InventoryLab
215473447197448,2026-03-11 20:01:17,true,,"Box handling and item movement in batches, Batch closing, reopening, and restoration",Batch processing
215473445564523,2026-03-11 18:34:30,true,,"Inventory data upload, import, and shipment creation workflows, InventoryLab employee and user setup","InventoryLab, User access"
215473444598654,2026-03-11 17:22:58,true,,"ASIN import and invalid ASIN errors, MSKU validation and error resolution",SKU and ASIN issues
215473444497840,2026-03-11 17:09:48,true,,,
215473443820153,2026-03-11 16:06:59,true,,Login and password troubleshooting,InventoryLab
215473441151125,2026-03-11 14:29:20,true,cancel,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473440816945,2026-03-11 14:01:35,true,,,
215473440458885,2026-03-11 13:28:37,true,,Restoring batches with box and item retention,Batch processing
215473439666042,2026-03-11 12:36:08,true,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473438839108,2026-03-11 11:41:00,true,,Batch item and button issues,Troubleshooting
215473438823621,2026-03-11 11:39:30,true,,"Batch item and button issues, Restoring batches with box and item retention, General batch issues and troubleshooting","Troubleshooting, Batch processing"
215473437111211,2026-03-11 09:55:56,true,,"FNSKU label printing and troubleshooting, Box handling and item movement in batches","Labeling, Batch processing"
215473437062753,2026-03-11 09:50:55,true,,"Profit and loss tax reporting and historical report access, Inventory valuation and reporting","Profit and loss tax reporting and historical report access, Inventory issues"
215473436469515,2026-03-11 09:08:54,true,,Box handling and item movement in batches,Batch processing
215473436370921,2026-03-11 09:03:16,true,cancel,General subscription cancellation and refunds,Subscription cancellation and refunds
215473436327302,2026-03-11 09:00:41,true,cancel,Account cancellation issues,Troubleshooting
215473433713977,2026-03-11 03:04:23,true,,"Restock and insights reporting features, FBA and FBM inventory coordination","InventoryLab, FBA operations"
215473433277034,2026-03-11 01:21:48,true,cancel,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473432591791,2026-03-10 22:31:51,true,,Account deletion process,Account status
215473432515245,2026-03-10 22:14:52,true,,Inventory loading and population errors,InventoryLab
215473432431426,2026-03-10 21:57:04,true,,"General batch issues and troubleshooting, Error message troubleshooting, Batch submission issues","Batch processing, Troubleshooting"
215473432245655,2026-03-10 21:18:18,true,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473432091792,2026-03-10 20:51:41,true,,"Box handling and item movement in batches, Access and connectivity issues with InventoryLab","Batch processing, InventoryLab"
215473431087131,2026-03-10 18:16:05,true,,Restoring batches with box and item retention,Batch processing
215473431025713,2026-03-10 18:10:11,true,,"Batch closing, reopening, and restoration, Minimum and maximum price configuration","Batch processing, SmartRepricer"
215473430472859,2026-03-10 17:35:06,true,,Batch item and button issues,Troubleshooting
215473430319594,2026-03-10 17:25:17,true,,Campaign email delivery issues,Troubleshooting
215473429559699,2026-03-10 16:12:05,true,,Membership cancellation and renewal options,Subscription cancellation and refunds
215473429528514,2026-03-10 16:08:58,true,,Packing option regeneration errors,Placement errors
215473428718945,2026-03-10 15:06:01,true,,"Profit and loss tax reporting and historical report access, Subscription renewal periods and expiration details","Profit and loss tax reporting and historical report access, Subscription status options"
215473428127247,2026-03-10 14:27:17,true,,Box handling and item movement in batches,Batch processing
215473427776070,2026-03-10 14:14:12,true,,Restoring batches with box and item retention,Batch processing
215473427265878,2026-03-10 13:45:20,true,,General shipment issues and status,Shipment issues
215473427180219,2026-03-10 13:36:14,true,,"Batch item and button issues, Batch closing, reopening, and restoration, Error message troubleshooting","Troubleshooting, Batch processing"
215473427031181,2026-03-10 13:21:33,true,,"Scanning and scan option issues, Tactical Arbitrage subscriptions and accounts","Troubleshooting, Tactical Arbitrage subscriptions and accounts"
215473425137388,2026-03-10 12:06:04,true,,,
215473425061857,2026-03-10 12:04:40,true,,Amazon shipment splits and optimized shipping options,InventoryLab
215473424761802,2026-03-10 11:57:27,true,,,
215473424273618,2026-03-10 11:45:18,true,,Website loading and accessibility issues,Troubleshooting
215473422880457,2026-03-10 10:22:27,true,,Bulk cost and supplier data import,Bulk upload
215473422045041,2026-03-10 09:49:22,true,,,
215473421483072,2026-03-10 09:15:46,true,,"Amazon product approval process, Amazon batch processing and workflow interruptions",Amazon operations
215473418675048,2026-03-10 07:14:09,true,,Order visibility and health issues,Troubleshooting
215473418028406,2026-03-10 05:53:36,true,,Plan selection and change options,Subscription status options
215473417033288,2026-03-10 04:00:28,true,,,
215473416835836,2026-03-10 03:27:38,true,,"Account reactivation and deactivation procedures, Credit card and card payment updates","Account status, Payment updates"
215473416503574,2026-03-10 02:29:03,true,,"Automated review and feedback requests, Trial subscription cancellation","Review automation, Subscription cancellation and refunds"
215473416394085,2026-03-10 02:04:17,true,,"Automated review and feedback requests, Campaign email delivery issues","Review automation, Troubleshooting"
215473416077221,2026-03-10 00:46:23,true,,"Shipment error messages and troubleshooting, General shipment issues and status",Shipment issues
215473416061083,2026-03-10 00:43:08,true,,Bulk cost and supplier data import,Bulk upload
215473416055333,2026-03-10 00:42:10,true,,,
215473415905011,2026-03-10 00:09:33,true,,Bulk cost and supplier data import,Bulk upload
215473415666458,2026-03-09 23:38:07,true,,SmartRepricer and InventoryLab integration and access,SmartRepricer
215473415480217,2026-03-09 23:00:15,true,refund,"FBA and FBM inventory coordination, InventoryLab and supplier-related subscription refunds","FBA operations, Subscription cancellation and refunds"
215473414666009,2026-03-09 21:07:57,true,,Amazon batch processing and workflow interruptions,Amazon operations
215473414113519,2026-03-09 19:47:32,true,,"SmartRepricer and InventoryLab integration and access, Active listing and offer visibility issues","SmartRepricer, SKU and ASIN issues"
215473413881843,2026-03-09 19:20:07,true,,Batch processing errors and problem resolution,Batch processing
215473412973182,2026-03-09 18:56:28,true,,FNSKU label printing and troubleshooting,Labeling
215473412106789,2026-03-09 17:37:06,true,,"Amazon account integration and linking requirements, Trial subscription cancellation","Amazon operations, Subscription cancellation and refunds"
215473411284062,2026-03-09 16:19:59,true,,"Amazon-specific shipment problems and sending issues, MSKU validation and error resolution","Shipment issues, SKU and ASIN issues"
215473410018186,2026-03-09 15:00:38,true,,"Restoring batches with box and item retention, Packing list printing and issues, FBA and FBM inventory coordination","Batch processing, Labeling, FBA operations"
215473409667103,2026-03-09 14:25:13,true,,Batch submission issues,Batch processing
215473409007015,2026-03-09 13:32:41,true,,"Scoutify login and access issues, ScoutIQ subscription setup and account access, Changing associated account email addresses","ScoutIQ subscription, Email settings"
215473408535784,2026-03-09 13:07:44,true,,FBA shipment processing and complications,FBA operations
215473406737931,2026-03-09 12:12:30,true,,General batch issues and troubleshooting,Batch processing
215473406295415,2026-03-09 11:48:35,true,,"Bulk book listing and ISBN uploads, FBA and FBM inventory coordination","Bulk upload, FBA operations"
215473405777510,2026-03-09 11:18:52,true,cancel,"Ending and canceling subscriptions across services, Changing associated account email addresses","Subscription cancellation and refunds, Email settings"
215473405629660,2026-03-09 11:11:24,true,,Active listing and offer visibility issues,SKU and ASIN issues
215473405512448,2026-03-09 11:07:10,true,,,
215473405312465,2026-03-09 10:53:06,true,,"Getting started and registering with Seller 365, SmartRepricer and InventoryLab integration and access, Seller 365 account access and upgrades","Seller 365, SmartRepricer"
215473405213181,2026-03-09 10:43:12,true,,Seller 365 plans and pricing,Seller 365
215473404890581,2026-03-09 10:18:20,true,cancel,Profit and loss tax reporting and historical report access,Profit and loss tax reporting and historical report access
215473404367379,2026-03-09 10:01:04,true,,Amazon seller account reconnection and unlinking,Amazon operations
215473404011777,2026-03-09 09:38:52,true,,"Pending offer creation issues, Batch submission issues, Restoring batches with box and item retention","Troubleshooting, Batch processing"
215473403555713,2026-03-09 09:16:40,true,,Box handling and item movement in batches,Batch processing
215473402359504,2026-03-09 07:57:57,true,,Payment issues and troubleshooting,Payment updates
215473402044729,2026-03-09 07:31:03,true,,International marketplace compatibility and InventoryLab support,InventoryLab
215473398401710,2026-03-09 00:36:17,true,"refund, cancel",Refunds after subscription cancellation or failed cancellation,Subscription cancellation and refunds
215473397498343,2026-03-08 21:24:13,true,,"Locating closed, open, and archived batches, General batch issues and troubleshooting, Box handling and item movement in batches",Batch processing
215473397451077,2026-03-08 21:17:39,true,,,
215473397069293,2026-03-08 20:27:52,true,,"Batch processing errors and problem resolution, General batch issues and troubleshooting",Batch processing
215473397063051,2026-03-08 20:27:37,true,cancel,Trial subscription cancellation,Subscription cancellation and refunds
215473396998127,2026-03-08 20:11:30,true,,Product variants mapping and export,Product category mapping
215473396484218,2026-03-08 18:35:45,true,,"Batch processing errors and problem resolution, Batch closing, reopening, and restoration",Batch processing
215473396264021,2026-03-08 17:53:13,true,,Unexpected price changes and pricing errors,SmartRepricer
215473395991121,2026-03-08 16:56:35,true,seller 365,"ScoutIQ subscription setup and account access, Payment issues and troubleshooting","ScoutIQ subscription, Payment updates"
215473395915516,2026-03-08 16:40:00,true,,"Trial subscription cancellation, Bulk cost and supplier data import, Refund request status and processing","Subscription cancellation and refunds, Bulk upload, Billing disputes and refunds"
215473395861385,2026-03-08 16:28:03,true,,Changing associated account email addresses,Email settings
215473395665787,2026-03-08 16:11:51,true,,"Box handling and item movement in batches, Locating closed, open, and archived batches",Batch processing
215473395629358,2026-03-08 16:09:24,true,,"Bulk book listing and ISBN uploads, ScoutX and Scoutify functionality","Bulk upload, ScoutIQ subscription"
215473395140101,2026-03-08 15:10:23,true,cancel,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473394935276,2026-03-08 14:32:37,true,,,
215473394844849,2026-03-08 14:13:16,true,,Bulk book listing and ISBN uploads,Bulk upload
215473394598023,2026-03-08 13:35:47,true,,Subscription charges and billing discrepancies,Subscription cancellation and refunds
215473392905273,2026-03-08 09:24:04,true,seller 365,"Seller 365 bundle features and inclusions, Automated review and feedback requests","Seller 365, Review automation"
215473392004390,2026-03-08 06:56:36,true,,Amazon account connection and authorization issues,Amazon operations
215473391913225,2026-03-08 06:30:37,true,,,
215473389839444,2026-03-07 20:17:54,true,,Batch processing errors and problem resolution,Batch processing
215473389751734,2026-03-07 19:53:34,true,,SKU creation and attribute errors,SKU and ASIN issues
215473388617946,2026-03-07 16:38:17,true,,Box handling and item movement in batches,Batch processing
215473388543577,2026-03-07 16:21:25,true,,"Seller Central account linking and troubleshooting, Order and shipment synchronization across platforms","Amazon operations, Data syncing"
215473387898719,2026-03-07 14:40:55,true,,Shipment error messages and troubleshooting,Shipment issues
215473387608527,2026-03-07 13:58:41,true,,Shipping label printing and downloading,Labeling
215473387419064,2026-03-07 13:24:29,true,cancel,"General subscription cancellation and refunds, Account deletion process, Account cancellation issues","Subscription cancellation and refunds, Account status, Troubleshooting"
215473386835623,2026-03-07 11:49:18,true,,Editing and identifying inventory quantities,Inventory issues
215473386258197,2026-03-07 10:46:59,true,,"Minimum and maximum price configuration, Coaching and meeting scheduling requests","SmartRepricer, Coaching and meeting scheduling requests"
215473386147229,2026-03-07 10:27:19,true,,"ASIN and SKU pricing discrepancies, Minimum and maximum price configuration, SmartRepricer and InventoryLab integration and access",SmartRepricer
215473386089040,2026-03-07 10:17:36,true,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473385529816,2026-03-07 09:24:19,true,,Amazon-specific shipment problems and sending issues,Shipment issues
215473385103417,2026-03-07 08:35:15,true,,Seller 365 plans and pricing,Seller 365
215473384896482,2026-03-07 07:55:41,true,,Plan selection and change options,Subscription status options
215473382927304,2026-03-06 23:35:03,true,,Restricted and excluded products handling,Restricted and excluded products handling
215473382603431,2026-03-06 21:56:38,true,,"International marketplace compatibility and InventoryLab support, Inventory data upload, import, and shipment creation workflows",InventoryLab
215473382120871,2026-03-06 20:06:33,true,,,
215473382076007,2026-03-06 19:56:04,true,,Scoutify login and access issues,ScoutIQ subscription
215473380658259,2026-03-06 18:07:18,true,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473380409813,2026-03-06 17:33:00,true,,General shipment issues and status,Shipment issues
215473380401754,2026-03-06 17:31:27,true,,"Active listing and offer visibility issues, Login and password troubleshooting, Account email changes and linking","SKU and ASIN issues, InventoryLab"
215473380382765,2026-03-06 17:28:16,true,,"Seller 365 Pro and Teams plan comparison, Changing associated account email addresses","Seller 365, Email settings"
215473379379949,2026-03-06 15:35:36,true,,Batch restoration and error handling,Batch processing
215473378981371,2026-03-06 14:49:54,true,,Shipment batch issues and closing procedures,Batch processing
215473378847929,2026-03-06 14:31:26,true,,,
215473378837865,2026-03-06 14:29:57,true,,Getting started and registering with Seller 365,Seller 365
215473377883655,2026-03-06 13:37:06,true,,,
215473377859527,2026-03-06 13:34:56,true,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
215473377508074,2026-03-06 13:10:01,true,,"Batch submission issues, MSKU validation and error resolution","Batch processing, SKU and ASIN issues"
215473377095206,2026-03-06 12:37:30,true,,Box handling and item movement in batches,Batch processing
215473376609449,2026-03-06 12:03:46,true,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473376470453,2026-03-06 11:51:46,true,,"Order visibility and health issues, Cache and browser troubleshooting",Troubleshooting
215473374773376,2026-03-06 09:18:18,true,,"Active listing and offer visibility issues, Search functionality and results issues","SKU and ASIN issues, Search functionality and results issues"
215473374709696,2026-03-06 09:14:52,true,seller 365,"Subscription activation and reactivation issues, ScoutIQ subscription setup and account access, Subscription charges and billing discrepancies","Subscription status options, ScoutIQ subscription, Subscription cancellation and refunds"
215473373711019,2026-03-06 08:10:30,true,,Batch processing errors and problem resolution,Batch processing
215473373477444,2026-03-06 07:58:05,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473372582848,2026-03-06 06:18:19,true,seller 365,Seller 365 Pro and Teams plan comparison,Seller 365
215473372177506,2026-03-06 05:19:22,true,"refund, cancel","Subscription charges and billing discrepancies, Subscription refund eligibility and availability, Subscription cancellation requests and account deletion",Subscription cancellation and refunds
215473371837914,2026-03-06 04:27:21,true,"refund, cancel","General subscription cancellation and refunds, Subscription cancellation requests and account deletion, Refunds after subscription cancellation or failed cancellation",Subscription cancellation and refunds
215473370402586,2026-03-06 00:46:14,true,,"Item error indicators and discrepancies, Shipment placement errors and resolution","Troubleshooting, Placement errors"
215473370395636,2026-03-06 00:44:11,true,,"Batch submission issues, General batch issues and troubleshooting",Batch processing
215473370002699,2026-03-05 23:08:27,true,,Shipment batch issues and closing procedures,Batch processing
215473367781112,2026-03-05 18:51:45,true,,Inventory valuation and reporting,Inventory issues
215473366781526,2026-03-05 17:11:23,true,,"Shipment error messages and troubleshooting, Amazon-specific shipment problems and sending issues",Shipment issues
215473366628022,2026-03-05 16:54:59,true,,Item revalidation troubleshooting,Troubleshooting
215473366569653,2026-03-05 16:46:02,true,,"MSKU validation and error resolution, Batch submission issues, Automated review and feedback requests","SKU and ASIN issues, Batch processing, Review automation"
215473365420979,2026-03-05 15:20:21,true,,"Access and connectivity issues with InventoryLab, Amazon seller account reconnection and unlinking","InventoryLab, Amazon operations"
215473365369500,2026-03-05 15:13:57,true,,"Batch item and button issues, Amazon seller account reconnection and unlinking, Shipment error messages and troubleshooting","Troubleshooting, Amazon operations, Shipment issues"
215473365306655,2026-03-05 15:07:41,true,,"Amazon product approval process, Access and connectivity issues with InventoryLab","Amazon operations, InventoryLab"
215473365091320,2026-03-05 14:51:05,true,,Persistent issue resolution,Troubleshooting
215473364856887,2026-03-05 14:43:27,true,,"Shipment error messages and troubleshooting, Amazon-specific shipment problems and sending issues, Amazon shipment communication and stuck process issues","Shipment issues, Amazon operations"
215473364745785,2026-03-05 14:39:30,true,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473364726102,2026-03-05 14:38:27,true,,"Shipment error messages and troubleshooting, Amazon account connection and authorization issues","Shipment issues, Amazon operations"
215473363784615,2026-03-05 13:27:51,true,,"Profit and loss tax reporting and historical report access, Login and password troubleshooting","Profit and loss tax reporting and historical report access, InventoryLab"
215473363479740,2026-03-05 13:06:32,true,,Active listing and offer visibility issues,SKU and ASIN issues
215473363077691,2026-03-05 12:31:18,true,,"Order visibility and health issues, Amazon product approval process, Amazon seller account reconnection and unlinking","Troubleshooting, Amazon operations"
215473362924256,2026-03-05 12:18:57,true,,"Active listing and offer visibility issues, Item revalidation troubleshooting","SKU and ASIN issues, Troubleshooting"
215473362363263,2026-03-05 11:50:14,true,,"Shipping label printing and downloading, Pending offer creation issues","Labeling, Troubleshooting"
215473361810669,2026-03-05 11:26:06,true,,Payment issues and troubleshooting,Payment updates
215473359045769,2026-03-05 08:59:27,true,,"Subscription activation and reactivation issues, Amazon seller account reconnection and unlinking, Profit and loss tax reporting and historical report access","Subscription status options, Amazon operations, Profit and loss tax reporting and historical report access"
215473350959438,2026-03-04 17:14:19,true,seller 365,"Seller 365 account access and upgrades, Inactive account troubleshooting, ScoutIQ subscription setup and account access","Seller 365, Account status, ScoutIQ subscription"
215473350228591,2026-03-04 15:59:55,true,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473349128167,2026-03-04 15:15:03,true,,Shipping label printing and downloading,Labeling
215473348735894,2026-03-04 15:03:51,true,cancel,Printer and printing troubleshooting,Troubleshooting
215473348536252,2026-03-04 14:53:55,true,,,
215473348255407,2026-03-04 14:29:49,true,,Bulk cost and supplier data import,Bulk upload
215473348201711,2026-03-04 14:24:02,true,,"Placement and shipment fee concerns, Unexpected price changes and pricing errors, Profit and sales discrepancies analysis","Placement errors, SmartRepricer, Profit and sales discrepancies analysis"
215473347753479,2026-03-04 13:37:46,true,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473347409735,2026-03-04 13:14:12,true,,Login and password troubleshooting,InventoryLab
215473347185213,2026-03-04 12:56:19,true,,"FBA and FBM inventory coordination, MFN batch troubleshooting, General batch issues and troubleshooting","FBA operations, Troubleshooting, Batch processing"
215473347115908,2026-03-04 12:50:00,true,,"Box handling and item movement in batches, Item error indicators and discrepancies","Batch processing, Troubleshooting"
215473346795083,2026-03-04 12:20:33,true,,Scoutify login and access issues,ScoutIQ subscription
215473346485430,2026-03-04 11:56:04,true,,"ScoutIQ subscription setup and account access, ScoutIQ subscription cancellation and payment problems",ScoutIQ subscription
215473346194511,2026-03-04 11:31:19,true,,,
215473346120131,2026-03-04 11:25:55,true,cancel,"ScoutIQ subscription cancellation and payment problems, Plan selection and change options, ScoutIQ subscription setup and account access","ScoutIQ subscription, Subscription status options"
215473345677307,2026-03-04 11:03:12,true,,,
215473345000939,2026-03-04 10:13:33,true,,"FBA and FBM inventory coordination, Profit and sales discrepancies analysis","FBA operations, Profit and sales discrepancies analysis"
215473344532836,2026-03-04 09:46:49,true,,InventoryLab subscription transition to Seller 365,Seller 365
215473344456627,2026-03-04 09:38:40,true,,"Subscription cancellation requests and account deletion, Account cancellation issues, Resolving billing issues and concerns","Subscription cancellation and refunds, Troubleshooting, Billing disputes and refunds"
215473342823305,2026-03-04 07:31:47,true,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473342482155,2026-03-04 07:04:55,true,,Automated review and feedback requests,Review automation
215473341727937,2026-03-04 05:32:03,true,,Scanning and scan option issues,Troubleshooting
215473341134430,2026-03-04 04:06:13,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473340626917,2026-03-04 03:05:33,true,,Restoring batches with box and item retention,Batch processing
215473340489730,2026-03-04 02:43:35,true,,,
215473340253789,2026-03-04 02:11:14,true,,Changing associated account email addresses,Email settings
215473339675054,2026-03-04 00:35:21,true,,"Profit and loss tax reporting and historical report access, Inventory valuation and reporting","Profit and loss tax reporting and historical report access, Inventory issues"
215473339491598,2026-03-03 23:55:14,true,,,
215473338797635,2026-03-03 21:42:12,true,,Trial subscription cancellation,Subscription cancellation and refunds
215473338426786,2026-03-03 20:46:38,true,,"Account credits and service credit handling, Subscription cancellation verification","Payment updates, Cancellation confirmation"
215473337467620,2026-03-03 18:18:20,true,,Box handling and item movement in batches,Batch processing
215473337460270,2026-03-03 18:17:03,true,,Batch item and button issues,Troubleshooting
215473336688039,2026-03-03 17:50:10,true,,"Box handling and item movement in batches, Amazon shipment communication and stuck process issues","Batch processing, Amazon operations"
215473335942480,2026-03-03 17:11:03,true,,Invoice payments and viewing,Invoice payments and viewing
215473334175409,2026-03-03 14:48:19,true,cancel,"Subscription end, auto-renewal, and data access, Seller 365 plans and pricing","Subscription cancellation and refunds, Seller 365"
215473333918352,2026-03-03 14:18:40,true,,Payment method changes and PayPal updates,Payment updates
215473333874451,2026-03-03 14:13:31,true,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
215473333831853,2026-03-03 14:10:17,true,,Bulk cost and supplier data import,Bulk upload
215473333826047,2026-03-03 14:09:46,true,,Box handling and item movement in batches,Batch processing
215473333752178,2026-03-03 14:04:06,true,,"Item error indicators and discrepancies, Item revalidation troubleshooting",Troubleshooting
215473332564167,2026-03-03 13:08:15,true,,Service outage updates and response times,Service issues
215473332342572,2026-03-03 12:58:41,true,,,
215473332287112,2026-03-03 12:54:59,true,,ScoutX and Scoutify functionality,ScoutIQ subscription
215473332073173,2026-03-03 12:46:33,true,,Box handling and item movement in batches,Batch processing
215473331812682,2026-03-03 12:28:25,true,,,
215473331716279,2026-03-03 12:18:35,true,seller 365,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473331311361,2026-03-03 12:01:44,true,,International marketplace compatibility and InventoryLab support,InventoryLab
215473330705824,2026-03-03 11:37:03,true,cancel,Subscription cancellation verification,Cancellation confirmation
215473329196695,2026-03-03 10:24:02,true,,Inventory valuation and reporting,Inventory issues
215473325232064,2026-03-03 07:39:46,true,,"Subscription end, auto-renewal, and data access",Subscription cancellation and refunds
215473324595874,2026-03-03 07:10:31,true,,"Inactive account troubleshooting, Resolving billing issues and concerns, Account and data deletion confirmation","Account status, Billing disputes and refunds"
215473322098093,2026-03-03 02:25:44,true,,"InventoryLab subscription cancellation, Editing and identifying inventory quantities, Profit and loss tax reporting and historical report access","Subscription cancellation and refunds, Inventory issues, Profit and loss tax reporting and historical report access"
215473320677700,2026-03-02 22:19:41,true,,"Inventory loading and population errors, Access and connectivity issues with InventoryLab",InventoryLab
215473320416392,2026-03-02 21:28:48,true,,"Storage limits and volume restrictions, Subscription end, auto-renewal, and data access, ASIN import and invalid ASIN errors","Inventory issues, Subscription cancellation and refunds, SKU and ASIN issues"
215473320391119,2026-03-02 21:24:59,true,,Credit card and card payment updates,Payment updates
215473319176675,2026-03-02 18:54:49,true,,MSKU validation and error resolution,SKU and ASIN issues
215473318333374,2026-03-02 17:38:53,true,,,
215473318152000,2026-03-02 17:13:05,true,,Placement and shipment fee concerns,Placement errors
215473317928475,2026-03-02 16:52:41,true,,"Seller 365 subscription process and resubscription, Plan selection and change options","Seller 365, Subscription status options"
215473317395024,2026-03-02 16:06:27,true,,Account credits and service credit handling,Payment updates
215473317077697,2026-03-02 15:37:42,true,,Profit and loss tax reporting and historical report access,Profit and loss tax reporting and historical report access
215473316475311,2026-03-02 15:14:41,true,seller 365,"Seller 365 subscription process and resubscription, ScoutIQ subscription setup and account access","Seller 365, ScoutIQ subscription"
215473316365042,2026-03-02 15:10:31,true,,Box handling and item movement in batches,Batch processing
215473316244147,2026-03-02 15:05:43,true,,"Batch processing errors and problem resolution, Batch submission issues",Batch processing
215473315734996,2026-03-02 14:35:56,true,,General shipment issues and status,Shipment issues
215473313472075,2026-03-02 12:06:36,true,,"Scanning and scan option issues, ScoutIQ subscription setup and account access","Troubleshooting, ScoutIQ subscription"
