Conversation ID,Conversation started at (America/New_York),Fin AI Agent resolution state,Fin AI Agent rating,AI Subtopic,AI Topic
215473155909695,2026-02-18 16:41:19,Assumed resolved,,Access and connectivity issues with InventoryLab,InventoryLab
215473155613829,2026-02-18 16:10:10,Assumed resolved,,Shipping label printing and downloading,Labeling
215473155587537,2026-02-18 16:08:57,Confirmed resolved,5,"ScoutX and Scoutify functionality, ScoutIQ subscription setup and account access",ScoutIQ subscription
215473155407668,2026-02-18 15:57:06,Assumed resolved,,"International marketplace compatibility and InventoryLab support, Subscription renewal periods and expiration details","InventoryLab, Subscription status options"
215473155232005,2026-02-18 15:39:20,Confirmed resolved,,Inventory loading and population errors,InventoryLab
215473154565715,2026-02-18 14:30:01,Assumed resolved,,"ScoutX and Scoutify functionality, Unexpected price changes and pricing errors","ScoutIQ subscription, SmartRepricer"
215473153894065,2026-02-18 13:50:46,Assumed resolved,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473152904827,2026-02-18 12:56:19,Assumed resolved,,"Reimbursement tracking and recovery, Seller 365 plans and pricing","Reimbursement tracking and recovery, Seller 365"
215473152855139,2026-02-18 12:52:09,Assumed resolved,,User invitation and access options,User access
215473152514968,2026-02-18 12:22:16,Assumed resolved,,,
215473152466581,2026-02-18 12:17:25,Assumed resolved,,User account creation and assignment,User access
215473152383070,2026-02-18 12:08:47,Assumed resolved,,,
215473151393905,2026-02-18 10:40:09,Assumed resolved,,Subscription cancellation verification,Cancellation confirmation
215473151009216,2026-02-18 10:12:45,Assumed resolved,,Account email changes and linking,InventoryLab
215473150257719,2026-02-18 09:19:26,Confirmed resolved,4,"Payment issues and troubleshooting, Order visibility and health issues","Payment updates, Troubleshooting"
215473147534972,2026-02-18 05:01:17,Assumed resolved,,Amazon account connection and authorization issues,Amazon operations
215473147259297,2026-02-18 04:24:09,Assumed resolved,,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473146982380,2026-02-18 03:44:44,Assumed resolved,,Reimbursement tracking and recovery,Reimbursement tracking and recovery
215473145433006,2026-02-17 23:07:46,Assumed resolved,,"ScoutIQ subscription cancellation and payment problems, Switching between monthly and yearly subscriptions, Resolving billing issues and concerns","ScoutIQ subscription, Subscription status options, Billing disputes and refunds"
215473145289568,2026-02-17 22:36:43,Assumed resolved,,International marketplace compatibility and InventoryLab support,InventoryLab
215473144990550,2026-02-17 21:55:25,Assumed resolved,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473144801004,2026-02-17 21:36:37,Confirmed resolved,,"Pending offer creation issues, Access and connectivity issues with InventoryLab, Amazon account connection and authorization issues","Troubleshooting, InventoryLab, Amazon operations"
215473144311129,2026-02-17 20:30:51,Assumed resolved,,,
215473143925966,2026-02-17 19:37:09,Assumed resolved,,International marketplace compatibility and InventoryLab support,InventoryLab
215473143873084,2026-02-17 19:30:43,Confirmed resolved,,FBA and FBM inventory coordination,FBA operations
215473143396635,2026-02-17 18:23:25,Assumed resolved,,Reimbursement tracking and recovery,Reimbursement tracking and recovery
215473143027278,2026-02-17 17:34:50,Assumed resolved,,Amazon seller account reconnection and unlinking,Amazon operations
215473142869604,2026-02-17 17:10:07,Assumed resolved,,FNSKU label printing and troubleshooting,Labeling
215473142806869,2026-02-17 17:03:01,Assumed resolved,,"Reimbursement tracking and recovery, Subscription charges and billing discrepancies","Reimbursement tracking and recovery, Subscription cancellation and refunds"
215473142764062,2026-02-17 16:58:53,Assumed resolved,,Subscription cancellation status check,Cancellation confirmation
215473142586738,2026-02-17 16:37:57,Assumed resolved,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473141719676,2026-02-17 15:49:47,Assumed resolved,,Box handling and item movement in batches,Batch processing
215473140790303,2026-02-17 14:59:50,Assumed resolved,,,
215473140402163,2026-02-17 14:27:14,Assumed resolved,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473140352385,2026-02-17 14:23:39,Confirmed resolved,,SKU creation and attribute errors,SKU and ASIN issues
215473140160461,2026-02-17 14:06:58,Assumed resolved,,"Reimbursement tracking and recovery, Campaign email delivery issues","Reimbursement tracking and recovery, Troubleshooting"
215473139552343,2026-02-17 13:09:49,Assumed resolved,,Inventory valuation and reporting,Inventory issues
215473139337790,2026-02-17 12:52:23,Assumed resolved,,"FBA and FBM inventory coordination, Inventory data upload, import, and shipment creation workflows, Shipping label printing and downloading","FBA operations, InventoryLab, Labeling"
215473139260028,2026-02-17 12:44:27,Assumed resolved,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473137019878,2026-02-17 10:14:09,Assumed resolved,,"Subscription charges and billing discrepancies, ScoutIQ subscription cancellation and payment problems","Subscription cancellation and refunds, ScoutIQ subscription"
215473136721517,2026-02-17 09:59:37,Confirmed resolved,,Packing list printing and issues,Labeling
215473136371224,2026-02-17 09:30:18,Assumed resolved,,"Buy box performance and optimization, Minimum and maximum price configuration","Buy box performance and optimization, SmartRepricer"
215473135647822,2026-02-17 08:27:06,Assumed resolved,,,
215473131227082,2026-02-16 22:52:23,Assumed resolved,,Profit and loss tax reporting and historical report access,Profit and loss tax reporting and historical report access
215473130724160,2026-02-16 21:21:15,Assumed resolved,,"Box handling and item movement in batches, SKU creation and attribute errors","Batch processing, SKU and ASIN issues"
215473130558232,2026-02-16 21:07:55,Assumed resolved,,,
215473130049056,2026-02-16 19:40:07,Confirmed resolved,,Campaign email delivery issues,Troubleshooting
215473129926937,2026-02-16 19:16:20,Assumed resolved,,"Changing associated account email addresses, Amazon shipment communication and stuck process issues","Email settings, Amazon operations"
215473129768545,2026-02-16 19:05:41,Assumed resolved,,Restock and insights reporting features,InventoryLab
215473129013701,2026-02-16 17:50:54,Assumed resolved,,Subscription renewal process and troubleshooting,Subscription status options
215473127919871,2026-02-16 17:04:21,Assumed resolved,,Switching between monthly and yearly subscriptions,Subscription status options
215473127895373,2026-02-16 17:02:17,Assumed resolved,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473127665533,2026-02-16 16:28:23,Confirmed resolved,,Shipment batch issues and closing procedures,Batch processing
215473127431467,2026-02-16 15:57:40,Assumed resolved,,Batch submission issues,Batch processing
215473127427549,2026-02-16 15:57:00,Assumed resolved,,,
215473127229777,2026-02-16 15:33:51,Confirmed resolved,,"Item revalidation troubleshooting, Item error indicators and discrepancies",Troubleshooting
215473127217879,2026-02-16 15:32:03,Assumed resolved,,"Wholesale search and access options, Login and password troubleshooting","Wholesale search and access options, InventoryLab"
215473126622263,2026-02-16 14:10:07,Assumed resolved,,Printer and printing troubleshooting,Troubleshooting
215473125371962,2026-02-16 12:22:39,Assumed resolved,,Batch restoration and error handling,Batch processing
215473125099853,2026-02-16 12:04:28,Assumed resolved,,"Batch item and button issues, Batch submission issues, MFN batch troubleshooting","Troubleshooting, Batch processing"
215473125045413,2026-02-16 12:02:28,Assumed resolved,,"Reimbursement tracking and recovery, Seller 365 plans and pricing","Reimbursement tracking and recovery, Seller 365"
215473124400056,2026-02-16 11:09:49,Assumed resolved,,InventoryLab employee and user setup,User access
215473124297092,2026-02-16 11:04:00,Assumed resolved,,"Tactical Arbitrage subscriptions and accounts, CSV file upload and import operations","Tactical Arbitrage subscriptions and accounts, Bulk upload"
215473124170923,2026-02-16 10:53:24,Assumed resolved,,Shipping label printing and downloading,Labeling
215473123685172,2026-02-16 10:11:05,Assumed resolved,,,
215473123476137,2026-02-16 10:01:13,Confirmed resolved,,"Tactical Arbitrage subscriptions and accounts, InventoryLab subscription transition to Seller 365","Tactical Arbitrage subscriptions and accounts, Seller 365"
215473123348623,2026-02-16 09:49:00,Assumed resolved,,,
215473122743337,2026-02-16 09:09:54,Assumed resolved,,"Search functionality and results issues, Bulk cost and supplier data import","Search functionality and results issues, Bulk upload"
215473121878399,2026-02-16 08:17:43,Assumed resolved,,FNSKU label printing and troubleshooting,Labeling
215473121706965,2026-02-16 08:06:20,Confirmed resolved,,Automated review and feedback requests,Review automation
215473119342021,2026-02-16 03:32:33,Assumed resolved,,Amazon account connection and authorization issues,Amazon operations
215473116568444,2026-02-15 21:17:18,Confirmed resolved,,,
215473116449040,2026-02-15 21:06:52,Confirmed resolved,,Shipping label printing and downloading,Labeling
215473115919183,2026-02-15 19:20:43,Assumed resolved,,Order and shipment synchronization across platforms,Data syncing
215473115804150,2026-02-15 18:57:26,Confirmed resolved,,Error message troubleshooting,Troubleshooting
215473115069154,2026-02-15 16:39:20,Assumed resolved,,Search functionality and results issues,Search functionality and results issues
215473115010413,2026-02-15 16:26:13,Assumed resolved,,,
215473114974077,2026-02-15 16:17:53,Assumed resolved,,,
215473114875037,2026-02-15 15:58:04,Confirmed resolved,,Inventory valuation and reporting,Inventory issues
215473114787821,2026-02-15 15:48:10,Assumed resolved,,Login and password troubleshooting,InventoryLab
215473113578192,2026-02-15 13:08:27,Assumed resolved,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473113389004,2026-02-15 12:31:47,Assumed resolved,,,
215473113268289,2026-02-15 12:09:44,Assumed resolved,,"Seller 365 plans and pricing, Amazon account integration and linking requirements, Trial subscription cancellation","Seller 365, Amazon operations, Subscription cancellation and refunds"
215473112543042,2026-02-15 10:54:06,Assumed resolved,,"Shipment error messages and troubleshooting, Inventory loading and population errors","Shipment issues, InventoryLab"
215473112025492,2026-02-15 09:52:39,Assumed resolved,,"ScoutIQ subscription setup and account access, Scoutify login and access issues",ScoutIQ subscription
215473110228138,2026-02-15 04:21:16,Assumed resolved,,ScoutX and Scoutify functionality,ScoutIQ subscription
215473110108079,2026-02-15 03:55:44,Assumed resolved,,"International marketplace compatibility and InventoryLab support, Seller 365 account access and upgrades","InventoryLab, Seller 365"
215473108894851,2026-02-14 22:54:44,Assumed resolved,,"SmartRepricer and InventoryLab integration and access, Profit and sales discrepancies analysis","SmartRepricer, Profit and sales discrepancies analysis"
215473108734344,2026-02-14 22:01:58,Assumed resolved,,"Disputing and investigating account charges, Changing associated account email addresses, ScoutIQ subscription setup and account access","Billing disputes and refunds, Email settings, ScoutIQ subscription"
215473108684438,2026-02-14 21:46:10,Assumed resolved,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215473108649222,2026-02-14 21:34:53,Assumed resolved,,ScoutX and Scoutify functionality,ScoutIQ subscription
215473108242931,2026-02-14 19:42:54,Assumed resolved,,Batch item and button issues,Troubleshooting
215473108207583,2026-02-14 19:34:56,Confirmed resolved,,InventoryLab and supplier-related subscription refunds,Subscription cancellation and refunds
215473108188159,2026-02-14 19:29:07,Assumed resolved,,"Item error indicators and discrepancies, Batch restoration and error handling","Troubleshooting, Batch processing"
215473107693727,2026-02-14 17:37:52,Assumed resolved,,Service outage updates and response times,Service issues
215473107487272,2026-02-14 17:05:30,Assumed resolved,,Batch submission issues,Batch processing
215473107288704,2026-02-14 16:33:21,Assumed resolved,,Account deletion process,Account status
215473107229686,2026-02-14 16:20:48,Assumed resolved,,"Bulk cost and supplier data import, Service outage updates and response times","Bulk upload, Service issues"
215473107068638,2026-02-14 15:47:59,Assumed resolved,,"Restricted and excluded products handling, Cache and browser troubleshooting","Restricted and excluded products handling, Troubleshooting"
215473105929460,2026-02-14 12:15:14,Assumed resolved,,Printer and printing troubleshooting,Troubleshooting
215473105321728,2026-02-14 11:24:05,Assumed resolved,,"Batch processing errors and problem resolution, Pending offer creation issues, FBA shipment processing and complications","Batch processing, Troubleshooting, FBA operations"
215473102759400,2026-02-14 04:54:20,Assumed resolved,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473101126163,2026-02-13 21:43:06,Assumed resolved,,InventoryLab subscription cancellation,Subscription cancellation and refunds
215473100594869,2026-02-13 19:57:40,Assumed resolved,,Error message troubleshooting,Troubleshooting
215473100570127,2026-02-13 19:52:05,Assumed resolved,,Item revalidation troubleshooting,Troubleshooting
215473100527299,2026-02-13 19:41:01,Confirmed resolved,5,Scoutify login and access issues,ScoutIQ subscription
215473100106806,2026-02-13 19:09:10,Assumed resolved,,"Trial subscription cancellation, InventoryLab subscription transition to Seller 365, Seller 365 bundle features and inclusions","Subscription cancellation and refunds, Seller 365"
215473098686501,2026-02-13 17:54:59,Assumed resolved,,,
215473098282373,2026-02-13 16:54:19,Confirmed resolved,,Resolving billing issues and concerns,Billing disputes and refunds
215473096713986,2026-02-13 15:08:20,Assumed resolved,,,
215473096468086,2026-02-13 14:43:15,Assumed resolved,,Shipping label printing and downloading,Labeling
215473096135482,2026-02-13 14:13:46,Assumed resolved,,"Inactive account troubleshooting, ASIN and SKU pricing discrepancies","Account status, SmartRepricer"
215473096005662,2026-02-13 14:10:06,Confirmed resolved,,Profit and loss tax reporting and historical report access,Profit and loss tax reporting and historical report access
215473095790276,2026-02-13 13:52:51,Assumed resolved,,General subscription cancellation and refunds,Subscription cancellation and refunds
215473095742284,2026-02-13 13:46:29,Assumed resolved,,Automated review and feedback requests,Review automation
215473095513185,2026-02-13 13:23:07,Assumed resolved,,Scanning and scan option issues,Troubleshooting
215473095213980,2026-02-13 13:02:29,Confirmed resolved,5,Amazon account integration and linking requirements,Amazon operations
215473095031918,2026-02-13 12:46:25,Assumed resolved,,Seller 365 Pro and Teams plan comparison,Seller 365
215473094495384,2026-02-13 12:22:08,Assumed resolved,,Subscription refund eligibility and availability,Subscription cancellation and refunds
215473094060198,2026-02-13 11:54:11,Assumed resolved,,"Bulk cost and supplier data import, Profit and sales discrepancies analysis, Profit and loss tax reporting and historical report access","Bulk upload, Profit and sales discrepancies analysis, Profit and loss tax reporting and historical report access"
215473093877201,2026-02-13 11:43:06,Confirmed resolved,,"SKU creation and attribute errors, Marketplace connection and syncing errors","SKU and ASIN issues, Amazon operations"
215473092642181,2026-02-13 10:27:45,Assumed resolved,,"Batch submission issues, Batch processing errors and problem resolution, Amazon batch verification and submission errors","Batch processing, Amazon operations"
215473092280252,2026-02-13 10:11:14,Assumed resolved,,"DataSpark integration and access in Seller 365, Walmart review automation and integration","Seller 365, Review automation"
215473092270752,2026-02-13 10:10:48,Confirmed resolved,5,"Inventory data upload, import, and shipment creation workflows, Bulk cost and supplier data import","InventoryLab, Bulk upload"
215473092211325,2026-02-13 10:07:55,Assumed resolved,,,
215473091680439,2026-02-13 09:22:30,Confirmed resolved,4,"Search functionality and results issues, ScoutX and Scoutify functionality","Search functionality and results issues, ScoutIQ subscription"
215473088298588,2026-02-13 05:57:02,Assumed resolved,,"Tactical Arbitrage subscriptions and accounts, TA versions and feature differences",Tactical Arbitrage subscriptions and accounts
215473085827477,2026-02-13 00:10:25,Assumed resolved,,Amazon product approval process,Amazon operations
215473085702792,2026-02-12 23:51:02,Assumed resolved,,,
215473085683746,2026-02-12 23:47:22,Assumed resolved,,Payment method changes and PayPal updates,Payment updates
215473085661034,2026-02-12 23:42:07,Assumed resolved,,Account reactivation and deactivation procedures,Account status
215473085640230,2026-02-12 23:37:47,Assumed resolved,,Payment method changes and PayPal updates,Payment updates
215473085402469,2026-02-12 22:59:33,Assumed resolved,,"Trial subscription cancellation, Accessing and managing Seller 365 apps, Amazon account integration and linking requirements","Subscription cancellation and refunds, Seller 365, Amazon operations"
215473085273177,2026-02-12 22:29:53,Assumed resolved,,"Plan selection and change options, Amazon seller account reconnection and unlinking","Subscription status options, Amazon operations"
215473084603109,2026-02-12 20:58:59,Assumed resolved,,Refunds after subscription cancellation or failed cancellation,Subscription cancellation and refunds
215473084544003,2026-02-12 20:45:23,Assumed resolved,,Subscription activation and reactivation issues,Subscription status options
215473083780919,2026-02-12 19:17:01,Assumed resolved,,"Amazon data and inventory synchronization issues, Automated review and feedback requests, InventoryLab and supplier-related subscription refunds","Data syncing, Review automation, Subscription cancellation and refunds"
215473083523983,2026-02-12 18:54:45,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows, Active listing and offer visibility issues, Error message troubleshooting","InventoryLab, SKU and ASIN issues, Troubleshooting"
215473082970660,2026-02-12 18:11:21,Assumed resolved,,Website loading and accessibility issues,Troubleshooting
215473082050828,2026-02-12 16:42:55,Assumed resolved,,"Profit and sales discrepancies analysis, MSKU validation and error resolution","Profit and sales discrepancies analysis, SKU and ASIN issues"
215473081818790,2026-02-12 16:13:52,Assumed resolved,,Transportation option confirmation issues,Placement errors
215473081424176,2026-02-12 15:48:22,Assumed resolved,,,
215473081216809,2026-02-12 15:36:46,Assumed resolved,,,
215473080098160,2026-02-12 14:53:27,Assumed resolved,,"ScoutX and Scoutify functionality, Seller 365 Pro and Teams plan comparison, User invitation and access options","ScoutIQ subscription, Seller 365, User access"
215473079987787,2026-02-12 14:46:32,Assumed resolved,,Confirm placement operation failures,Placement errors
215473079686931,2026-02-12 14:31:17,Assumed resolved,,General shipment issues and status,Shipment issues
215473079510592,2026-02-12 14:19:35,Assumed resolved,,Seller 365 plans and pricing,Seller 365
215473079462201,2026-02-12 14:15:40,Assumed resolved,,Automated review and feedback requests,Review automation
215473079418672,2026-02-12 14:11:41,Assumed resolved,,Shipping label printing and downloading,Labeling
215473079267214,2026-02-12 14:03:50,Assumed resolved,,Access and connectivity issues with InventoryLab,InventoryLab
215473079076740,2026-02-12 13:47:58,Assumed resolved,,General batch issues and troubleshooting,Batch processing
215473079031026,2026-02-12 13:45:04,Assumed resolved,,Placement and shipment fee concerns,Placement errors
215473078623511,2026-02-12 13:16:37,Assumed resolved,,Batch item and button issues,Troubleshooting
215473078438286,2026-02-12 13:02:13,Assumed resolved,,Plan selection and change options,Subscription status options
215473078350045,2026-02-12 12:56:17,Confirmed resolved,,"Refunds after subscription cancellation or failed cancellation, General subscription cancellation and refunds",Subscription cancellation and refunds
215473078103757,2026-02-12 12:33:05,Assumed resolved,,"Merging and managing multiple accounts, Account deletion process","Merging and managing multiple accounts, Account status"
215473078089135,2026-02-12 12:31:52,Assumed resolved,,Login and password troubleshooting,InventoryLab
215473077393074,2026-02-12 11:40:38,Assumed resolved,,"InventoryLab subscription cancellation, Inventory data upload, import, and shipment creation workflows","Subscription cancellation and refunds, InventoryLab"
215473076698097,2026-02-12 11:11:11,Confirmed resolved,,"MSKU validation and error resolution, Item revalidation troubleshooting","SKU and ASIN issues, Troubleshooting"
215473075415125,2026-02-12 10:01:22,Assumed resolved,,Restoring batches with box and item retention,Batch processing
215473073072223,2026-02-12 07:44:44,Assumed resolved,,"Batch submission issues, SKU creation and attribute errors","Batch processing, SKU and ASIN issues"
215473071765031,2026-02-12 05:14:10,Assumed resolved,,"Unlinking and connecting seller and merchant IDs, Seller Central account linking and troubleshooting, Subscription end, auto-renewal, and data access","Seller ID, Amazon operations, Subscription cancellation and refunds"
215473071429907,2026-02-12 04:35:13,Assumed resolved,,"Batch item and button issues, Error message troubleshooting",Troubleshooting
215473071265668,2026-02-12 04:16:14,Assumed resolved,,"ASIN and SKU pricing discrepancies, Address verification issues and error resolution","SmartRepricer, Address verification issues and error resolution"
215473069552978,2026-02-11 23:43:43,Assumed resolved,,"Subscription refund eligibility and availability, Switching between monthly and yearly subscriptions","Subscription cancellation and refunds, Subscription status options"
215473069089816,2026-02-11 22:35:23,Assumed resolved,,Batch item and button issues,Troubleshooting
215473068815327,2026-02-11 21:45:02,Assumed resolved,,"Batch item and button issues, ASIN and SKU pricing discrepancies, ASIN import and invalid ASIN errors","Troubleshooting, SmartRepricer, SKU and ASIN issues"
215473068433300,2026-02-11 20:59:25,Assumed resolved,,"Batch item and button issues, Batch processing errors and problem resolution, Cache and browser troubleshooting","Troubleshooting, Batch processing"
215473068423688,2026-02-11 20:59:09,Assumed resolved,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473066812307,2026-02-11 19:23:35,Assumed resolved,,FNSKU label printing and troubleshooting,Labeling
215473066320756,2026-02-11 18:50:07,Assumed resolved,,"MFN batch troubleshooting, Batch item and button issues, General batch issues and troubleshooting","Troubleshooting, Batch processing"
215473066222390,2026-02-11 18:40:55,Assumed resolved,,Shipping label printing and downloading,Labeling
215473065993441,2026-02-11 18:20:31,Assumed resolved,,"General shipment issues and status, International marketplace compatibility and InventoryLab support, Box handling and item movement in batches","Shipment issues, InventoryLab, Batch processing"
215473065939690,2026-02-11 18:10:50,Assumed resolved,,Batch item and button issues,Troubleshooting
215473065886801,2026-02-11 18:04:16,Assumed resolved,,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473065485179,2026-02-11 17:12:19,Assumed resolved,,,
215473064604015,2026-02-11 15:38:31,Assumed resolved,,"Shipping label printing and downloading, Printer and printing troubleshooting","Labeling, Troubleshooting"
215473063974449,2026-02-11 15:22:02,Assumed resolved,,Credit card and card payment updates,Payment updates
215473061498405,2026-02-11 14:09:59,Assumed resolved,,"Seller Central shipping workflow and status checks, Amazon account connection and authorization issues","Shipment issues, Amazon operations"
215473061163182,2026-02-11 13:51:54,Assumed resolved,,"Box handling and item movement in batches, Batch processing errors and problem resolution",Batch processing
215473060838868,2026-02-11 13:30:54,Assumed resolved,,"ScoutIQ subscription setup and account access, Seller 365 account access and upgrades","ScoutIQ subscription, Seller 365"
215473060050104,2026-02-11 12:26:34,Confirmed resolved,,ASIN import and invalid ASIN errors,SKU and ASIN issues
215473059990451,2026-02-11 12:23:09,Assumed resolved,,,
215473059774197,2026-02-11 12:11:24,Confirmed resolved,,Placement and shipment fee concerns,Placement errors
215473059619282,2026-02-11 12:03:44,Assumed resolved,,Minimum and maximum price configuration,SmartRepricer
215473059528479,2026-02-11 11:58:01,Assumed resolved,,"Item revalidation troubleshooting, ASIN import and invalid ASIN errors, Amazon product approval process","Troubleshooting, SKU and ASIN issues, Amazon operations"
215473059453303,2026-02-11 11:50:53,Assumed resolved,,Printer and printing troubleshooting,Troubleshooting
215473058623454,2026-02-11 10:54:07,Confirmed resolved,,Merging and managing multiple accounts,Merging and managing multiple accounts
215473057063324,2026-02-11 09:33:57,Assumed resolved,,Shipping label printing and downloading,Labeling
215473056094361,2026-02-11 08:32:27,Assumed resolved,,Automated review and feedback requests,Review automation
215473055059391,2026-02-11 07:37:23,Assumed resolved,,"Minimum and maximum price configuration, Bulk cost and supplier data import","SmartRepricer, Bulk upload"
215473054419034,2026-02-11 06:42:30,Assumed resolved,,Changing associated account email addresses,Email settings
215473053703723,2026-02-11 05:17:45,Confirmed resolved,4,Invoice payments and viewing,Invoice payments and viewing
215473052183360,2026-02-11 02:14:36,Assumed resolved,,"Trial subscription cancellation, Inventory valuation and reporting","Subscription cancellation and refunds, Inventory issues"
215473051137495,2026-02-10 23:14:19,Assumed resolved,,"Scoutify login and access issues, ScoutIQ subscription setup and account access",ScoutIQ subscription
215473051078383,2026-02-10 23:00:56,Assumed resolved,,,
215473050937665,2026-02-10 22:25:36,Assumed resolved,,"Batch closing, reopening, and restoration",Batch processing
215473050671366,2026-02-10 21:31:13,Assumed resolved,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473049555662,2026-02-10 19:15:14,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows, InventoryLab employee and user setup","InventoryLab, User access"
215473049510316,2026-02-10 19:10:45,Assumed resolved,,"Minimum and maximum price configuration, ASIN and SKU pricing discrepancies, Unexpected price changes and pricing errors",SmartRepricer
215473049193639,2026-02-10 18:26:38,Assumed resolved,,Account cancellation issues,Troubleshooting
215473049005491,2026-02-10 18:01:31,Assumed resolved,,"Shipping label printing and downloading, Cache and browser troubleshooting","Labeling, Troubleshooting"
215473047893134,2026-02-10 16:15:16,Assumed resolved,,"Refunds after subscription cancellation or failed cancellation, Subscription charges and billing discrepancies, Changing associated account email addresses","Subscription cancellation and refunds, Email settings"
215473047888512,2026-02-10 16:14:57,Assumed resolved,,"Shipment batch issues and closing procedures, Packing option regeneration errors","Batch processing, Placement errors"
215473047619437,2026-02-10 15:58:47,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows, Walmart review automation and integration","InventoryLab, Review automation"
215473047317855,2026-02-10 15:28:35,Assumed resolved,,Shipment error messages and troubleshooting,Shipment issues
215473047257339,2026-02-10 15:20:48,Assumed resolved,,Item revalidation troubleshooting,Troubleshooting
215473047034725,2026-02-10 15:05:55,Confirmed resolved,5,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215473046935306,2026-02-10 14:57:44,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215473046720581,2026-02-10 14:31:28,Assumed resolved,,,
215473046140282,2026-02-10 13:58:53,Assumed resolved,,Access and connectivity issues with InventoryLab,InventoryLab
215473045163360,2026-02-10 12:56:31,Assumed resolved,,Item revalidation troubleshooting,Troubleshooting
215473045061623,2026-02-10 12:47:39,Confirmed resolved,,FBA and FBM inventory coordination,FBA operations
215473044649542,2026-02-10 12:21:03,Assumed resolved,,"Subscription cancellation charges, Refunding charges and erroneous transactions","Cancellation confirmation, Billing disputes and refunds"
215473042957608,2026-02-10 10:36:12,Assumed resolved,,Unexpected price changes and pricing errors,SmartRepricer
215473042566144,2026-02-10 10:25:56,Assumed resolved,,"Storage limits and volume restrictions, ASIN import and invalid ASIN errors","Inventory issues, SKU and ASIN issues"
215473041729970,2026-02-10 10:01:08,Confirmed resolved,,Walmart review automation and integration,Review automation
215473041244268,2026-02-10 09:41:24,Assumed resolved,,"Item revalidation troubleshooting, Batch item and button issues",Troubleshooting
215473040545624,2026-02-10 09:00:17,Assumed resolved,,"Depot order conversion requests, International marketplace compatibility and InventoryLab support","Depot order conversion requests, InventoryLab"
215473040061015,2026-02-10 08:47:55,Confirmed resolved,,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215473039383951,2026-02-10 08:26:54,Assumed resolved,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473038865170,2026-02-10 08:07:21,Assumed resolved,,"Refunds after subscription cancellation or failed cancellation, Account cancellation confirmation, Address verification issues and error resolution","Subscription cancellation and refunds, Cancellation confirmation, Address verification issues and error resolution"
215473038828691,2026-02-10 08:05:44,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215473038613623,2026-02-10 07:46:12,Assumed resolved,,Automated review and feedback requests,Review automation
215473037479877,2026-02-10 05:45:13,Assumed resolved,,"DataSpark integration and access in Seller 365, ScoutX and Scoutify functionality, Website loading and accessibility issues","Seller 365, ScoutIQ subscription, Troubleshooting"
215473034886954,2026-02-09 23:08:36,Assumed resolved,,Order visibility and health issues,Troubleshooting
215473034062920,2026-02-09 21:03:04,Confirmed resolved,4,Seller Central account linking and troubleshooting,Amazon operations
215473034032577,2026-02-09 20:59:28,Assumed resolved,,"Profit and loss tax reporting and historical report access, Bulk cost and supplier data import","Profit and loss tax reporting and historical report access, Bulk upload"
215473033945046,2026-02-09 20:39:47,Confirmed resolved,5,InventoryLab subscription transition to Seller 365,Seller 365
215473033824964,2026-02-09 20:17:18,Assumed resolved,,Trial subscription cancellation,Subscription cancellation and refunds
215473033740229,2026-02-09 20:02:27,Assumed resolved,,Account deletion process,Account status
215473032707962,2026-02-09 19:13:17,Assumed resolved,,"MSKU validation and error resolution, Pending offer creation issues, FNSKU label printing and troubleshooting","SKU and ASIN issues, Troubleshooting, Labeling"
215473032105636,2026-02-09 18:24:13,Confirmed resolved,4,"Account email changes and linking, Amazon account connection and authorization issues","InventoryLab, Amazon operations"
215473031815729,2026-02-09 18:11:16,Confirmed resolved,,InventoryLab subscription transition to Seller 365,Seller 365
215473030579895,2026-02-09 16:13:40,Assumed resolved,,"ASIN and SKU pricing discrepancies, Restricted and excluded products handling","SmartRepricer, Restricted and excluded products handling"
215473030386893,2026-02-09 15:48:19,Assumed resolved,,,
215473029941202,2026-02-09 14:55:08,Confirmed resolved,5,Hazmat shipping requirements and carrier options,Hazmat shipping requirements and carrier options
215473029468245,2026-02-09 14:21:31,Assumed resolved,,Amazon account integration and linking requirements,Amazon operations
215473027959776,2026-02-09 12:32:53,Confirmed resolved,5,Payment method changes and PayPal updates,Payment updates
